product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
104,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",643.3,34.56,home decor,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,159,Pink,large,0.6,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,2012-09-03,3.0,491,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,3.3,39,express,39.9
105,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,139.52,35.19,clothing,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,620,Mauv,medium,0.8,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2018-10-16,2.8,503,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,3.4,653,express,18.24
106,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,806.37,42.95,beauty,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,969,Pink,large,9.1,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,2011-09-13,1.9,144,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,3.9,197,standard,42.26
107,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",197.72,12.63,electronics,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,127,Crimson,extra large,8.4,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,2010-01-08,3.9,544,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,4.8,96,free,38.25
108,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",658.28,0.37,toys,quisque erat eros viverra eget congue eget semper rutrum nulla,542,Crimson,small,0.7,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,2014-05-20,1.2,966,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2.4,994,express,25.82
109,donec dapibus duis at velit eu est congue elementum in hac habitasse,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,116.95,21.57,beauty,nulla neque libero convallis eget eleifend luctus ultricies eu nibh,811,Yellow,medium,6.3,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2022-03-11,4.8,297,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,1.2,278,express,29.35
110,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,362.29,18.3,electronics,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,353,Maroon,large,5.3,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,2018-05-08,1.8,926,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,2.5,165,express,8.56
111,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",468.01,17.54,beauty,vestibulum proin eu mi nulla ac enim in tempor turpis nec,89,Green,small,2.2,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,2012-05-18,2.3,726,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,4.7,512,standard,36.0
112,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",561.77,3.42,electronics,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,169,Blue,large,4.0,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2017-03-02,1.3,981,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,1.9,367,express,0.57
113,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",395.99,3.41,electronics,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,367,Indigo,large,0.5,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,2012-08-25,2.7,669,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3.7,337,free,37.43
114,molestie lorem quisque ut erat curabitur gravida nisi at nibh in,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",731.56,28.13,electronics,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,82,Aquamarine,large,3.4,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,2013-01-07,2.7,98,id luctus nec molestie sed justo pellentesque viverra pede ac diam,3.1,498,express,17.89
115,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,Aliquam quis turpis eget elit sodales scelerisque.,943.61,40.55,electronics,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,489,Turquoise,large,4.6,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2018-12-07,2.4,700,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,2.4,187,express,29.58
116,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",629.48,16.03,electronics,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,594,Puce,medium,8.3,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2019-10-05,3.9,288,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2.5,429,express,36.22
117,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",297.19,44.34,home decor,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,836,Pink,small,1.7,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2022-12-30,4.2,421,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,1.9,962,express,29.05
118,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",752.29,5.1,beauty,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,725,Fuscia,extra large,3.2,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2015-04-17,4.0,415,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,3.3,844,express,0.26
119,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Morbi a ipsum.,826.84,9.63,electronics,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,413,Violet,medium,0.7,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,2020-02-14,4.6,338,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,1.2,276,free,24.83
120,dui proin leo odio porttitor id consequat in consequat ut nulla,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",897.29,36.36,electronics,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,386,Purple,medium,3.7,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,2016-06-16,1.7,526,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2.3,403,express,42.21
121,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",324.22,6.34,home decor,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,308,Blue,medium,6.1,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2010-06-22,1.3,64,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,1.7,466,free,11.38
122,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",477.39,28.7,clothing,volutpat sapien arcu sed augue aliquam erat volutpat in congue,101,Khaki,small,8.1,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2013-10-26,3.6,542,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,2.0,255,standard,10.95
123,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,Sed vel enim sit amet nunc viverra dapibus.,276.39,38.35,clothing,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,487,Red,small,6.9,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,2017-12-06,1.1,281,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,1.9,546,free,29.32
124,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",951.2,29.61,clothing,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,382,Aquamarine,extra large,3.6,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,2017-02-11,3.8,232,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,4.6,904,free,20.92
125,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",251.96,42.64,clothing,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,364,Purple,small,3.4,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,2015-12-29,2.1,811,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,1.3,626,standard,24.71
126,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",232.35,17.42,clothing,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,649,Fuscia,medium,3.5,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,2013-10-18,2.2,222,eget semper rutrum nulla nunc purus phasellus in felis donec semper,3.6,472,express,24.4
127,mauris vulputate elementum nullam varius nulla facilisi cras non velit,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",730.61,48.99,clothing,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,404,Maroon,large,6.1,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,2011-11-25,2.3,839,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2.2,569,free,3.19
128,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",184.32,26.97,electronics,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,77,Red,medium,6.3,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,2010-02-19,1.5,677,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,1.9,655,standard,38.9
129,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,659.22,42.04,home decor,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,436,Crimson,small,3.3,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,2011-05-28,1.4,439,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,4.7,761,standard,8.68
130,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",663.98,15.09,clothing,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,693,Khaki,extra large,9.8,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,2012-09-13,2.0,183,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,1.2,520,free,36.27
131,purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Nullam varius. Nulla facilisi.,560.82,26.66,toys,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,41,Green,medium,1.0,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,2019-07-19,2.3,143,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,2.4,3,express,42.39
132,purus eu magna vulputate luctus cum sociis natoque penatibus et,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",990.57,36.33,beauty,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,932,Teal,extra large,3.7,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,2015-12-28,2.0,650,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,3.9,632,standard,17.38
133,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",572.25,48.13,toys,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,224,Goldenrod,extra large,4.8,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,2017-06-04,1.3,939,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,3.6,43,express,2.46
134,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,In hac habitasse platea dictumst.,914.74,10.95,electronics,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,952,Green,small,9.0,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,2019-08-23,1.1,874,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,3.6,693,express,28.81
135,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",836.44,12.25,beauty,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,148,Violet,small,2.0,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2011-02-13,3.6,946,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2.2,798,standard,10.93
136,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,Phasellus sit amet erat. Nulla tempus.,246.67,39.88,home decor,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,474,Maroon,large,9.0,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,2017-12-10,4.6,635,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,3.1,713,express,12.41
137,non velit donec diam neque vestibulum eget vulputate ut ultrices vel,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",137.63,14.68,electronics,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,809,Maroon,medium,4.6,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2019-11-13,4.1,925,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,2.2,378,standard,22.9
138,at nunc commodo placerat praesent blandit nam nulla integer pede,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,558.18,9.01,electronics,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,358,Purple,large,1.9,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,2010-01-18,1.3,802,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,4.8,807,standard,30.39
139,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",88.1,1.24,toys,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,620,Yellow,small,4.5,mauris morbi non lectus aliquam sit amet diam in magna,2020-08-01,3.9,28,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2.1,377,express,10.45
140,aliquam non mauris morbi non lectus aliquam sit amet diam,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",385.17,2.41,electronics,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,737,Red,large,6.7,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2020-11-22,2.1,105,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,1.1,752,free,35.07
141,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",932.99,32.86,beauty,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,593,Violet,extra large,1.7,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2018-06-20,2.1,316,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,3.2,12,standard,5.39
142,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",821.3,46.84,home decor,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,639,Teal,small,7.8,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,2020-05-22,4.2,804,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,2.4,435,free,44.63
143,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",823.4,40.08,beauty,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,568,Purple,large,7.9,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,2016-02-10,1.1,402,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,3.2,498,free,15.37
144,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",340.54,21.42,beauty,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,569,Khaki,small,5.9,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,2012-11-04,3.6,981,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,1.1,341,free,22.01
145,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",137.09,49.32,toys,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,544,Teal,medium,0.6,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,2022-08-06,1.8,655,sagittis sapien cum sociis natoque penatibus et magnis dis parturient,3.9,984,standard,8.15
